"123123";"2 BASICO-A";"243543742A";"V6";"12";"1";"2017-06-21 12:49:23"
"123123";"2 BASICO-B";"953524602B";"U1";"1";"2";"2016-12-26 14:51:52"
"123123";"2 BASICO-B";"953524602B";"U2";"2";"1";"2016-12-26 14:52:14"
"123123";"2 BASICO-B";"953524602B";"U3";"6";"1";"2016-12-26 14:52:29"
"123123";"2 BASICO-B";"953524602B";"U4";"5";"1";"2016-12-26 14:52:40"
"123123";"2 BASICO-B";"953524602B";"U5";"3";"1";"2016-12-26 14:52:48"
"123123";"2 BASICO-B";"953524602B";"U6";"1";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-B";"953524602B";"V1";"7";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-B";"953524602B";"V2";"4";"1";"2016-12-26 14:52:55"
"123123";"2 BASICO-B";"953524602B";"V3";"8";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-B";"953524602B";"V4";"9";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-B";"953524602B";"V5";"10";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-B";"953524602B";"V6";"11";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-C";"737191432C";"U1";"1";"2";"2017-03-22 15:47:28"
"123123";"2 BASICO-C";"737191432C";"U2";"2";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-C";"737191432C";"U3";"3";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-C";"737191432C";"U4";"4";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-C";"737191432C";"U5";"5";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-C";"737191432C";"U6";"6";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-C";"737191432C";"V1";"7";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-C";"737191432C";"V2";"1";"1";"2017-03-23 12:37:33"
"123123";"2 BASICO-C";"737191432C";"V3";"8";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-C";"737191432C";"V4";"9";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-C";"737191432C";"V5";"10";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-C";"737191432C";"V6";"11";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-D";"811687882C";"U1";"1";"2";"2017-03-22 15:47:28"
"123123";"2 BASICO-D";"811687882C";"U2";"2";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-D";"811687882C";"U3";"3";"1";"2017-03-22 15:47:29"
"123123";"2 BASICO-D";"811687882C";"U4";"4";"1";"2017-03-22 15:47:29"
"123123";"2 BASICO-D";"811687882C";"U5";"5";"1";"2017-03-22 15:47:29"
"123123";"2 BASICO-D";"811687882C";"U6";"6";"1";"2017-03-22 15:47:29"
"123123";"2 BASICO-D";"811687882C";"V1";"7";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-D";"811687882C";"V2";"1";"1";"2017-03-23 12:37:33"
"123123";"2 BASICO-D";"811687882C";"V3";"8";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-D";"811687882C";"V4";"9";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-D";"811687882C";"V5";"10";"1";"2017-06-21 12:49:24"
"123123";"2 BASICO-D";"811687882C";"V6";"11";"1";"2017-06-21 12:49:24"
